KO01	KO02	KO03	WT01	WT02	WT03
OR52E6!ENSG00000205409.3	0	0	0	0	0	0
SAMD9!ENSG00000205413.7	2080	1584	1062	1786	1917	1602
KRT6A!ENSG00000205420.10	0	0	0	0	0	0
CNEP1R1!ENSG00000205423.11	481	389	193	383	403	385
KRT81!ENSG00000205426.10	0	0	0	0	1	0
EXOC3L4!ENSG00000205436.7	12	5	3	4	4	8
KRTAP12-3!ENSG00000205439.9	0	0	0	0	0	0
IZUMO3!ENSG00000205442.12	0	0	0	0	0	0
KRTAP10-2!ENSG00000205445.3	0	0	0	0	0	0
TP53TG3D!ENSG00000205456.11	0	0	0	0	0	0
TP53TG3C!ENSG00000205457.10	0	0	0	0	0	0
ATP6AP1L!ENSG00000205464.11	78	44	39	27	33	37
CCDC85C!ENSG00000205476.8	967	860	743	690	789	841
OR52J3!ENSG00000205495.1	0	0	0	0	0	0
OR51A2!ENSG00000205496.1	0	0	0	0	0	0
OR51A4!ENSG00000205497.3	0	0	0	0	0	0
C2CD4B!ENSG00000205502.3	0	0	0	0	1	1
RGL3!ENSG00000205517.12	6	0	2	4	5	1
NAP1L4!ENSG00000205531.12	12750	10337	7229	9521	9975	10779
TMSB4X!ENSG00000205542.10	3966	3191	2121	3284	3672	3663
TMEM256!ENSG00000205544.3	300	260	125	340	386	300
C9orf92!ENSG00000205549.8	0	0	0	3	1	0
CPT1B!ENSG00000205560.12	49	52	28	56	64	37
SMN2!ENSG00000205571.12	136	129	85	144	125	168
SERF1B!ENSG00000205572.9	24	23	11	27	19	32
HMGN1!ENSG00000205581.10	7427	5770	4058	6667	6954	7465
DENND6B!ENSG00000205593.11	645	647	505	477	528	637
EIF3CL!ENSG00000205609.12	5	1	2	3	1	5
LCMT1!ENSG00000205629.11	1674	1361	933	1285	1443	1724
MFSD2B!ENSG00000205639.9	14	18	9	21	17	14
VCX3B!ENSG00000205642.9	0	1	1	0	0	1
CDPF1!ENSG00000205643.10	376	400	346	286	341	416
HTN3!ENSG00000205649.7	0	0	0	0	0	0
LIN52!ENSG00000205659.10	1809	1577	1155	1265	1466	1530
ARSH!ENSG00000205667.2	0	0	0	0	0	0
ACOT6!ENSG00000205669.2	0	0	0	1	0	0
SMIM11A!ENSG00000205670.10	0	0	0	0	0	0
TECRL!ENSG00000205678.7	0	1	0	0	0	0
DPF3!ENSG00000205683.11	162	150	123	111	162	130
MANSC4!ENSG00000205693.3	0	0	3	3	3	1
LYRM5!ENSG00000205707.10	433	335	213	348	433	315
C17orf107!ENSG00000205710.3	19	14	11	24	20	26
MBD3L4!ENSG00000205718.8	0	0	0	0	0	0
ITSN1!ENSG00000205726.13	734	585	497	639	806	716
ITPRIPL2!ENSG00000205730.6	0	0	0	0	0	0
DENND1C!ENSG00000205744.9	4056	3898	3763	3187	3652	4757
SLCO1B7!ENSG00000205754.10	0	0	0	0	0	0
CRLF2!ENSG00000205755.11	0	0	0	0	0	0
CRYZL1!ENSG00000205758.11	685	526	341	606	612	632
C5orf51!ENSG00000205765.8	3672	2840	2091	3168	3655	3061
GAGE1!ENSG00000205777.17	0	0	0	0	0	0
ARRDC5!ENSG00000205784.2	0	0	0	1	0	1
CYS1!ENSG00000205795.4	24	21	12	27	35	27
PLPP6!ENSG00000205808.5	310	237	165	246	273	280
KLRC2!ENSG00000205809.9	0	0	0	0	0	0
KLRC3!ENSG00000205810.8	1	0	0	1	0	0
C16orf96!ENSG00000205832.7	6	1	3	6	3	5
GMNC!ENSG00000205835.8	2	2	0	0	1	0
TTC23L!ENSG00000205838.12	2	2	2	3	3	5
CLEC6A!ENSG00000205846.3	0	0	0	0	0	0
RFPL3S!ENSG00000205853.10	25	13	12	11	16	23
C22orf42!ENSG00000205856.3	0	0	0	0	0	1
NANOGNB!ENSG00000205857.1	0	0	0	0	0	0
LRRC72!ENSG00000205858.9	0	0	0	1	0	0
C1QTNF9B!ENSG00000205863.9	0	1	0	1	0	1
KRTAP5-6!ENSG00000205864.1	0	0	0	0	0	0
KRTAP5-2!ENSG00000205867.3	0	0	0	0	0	0
KRTAP5-1!ENSG00000205869.2	1	0	2	2	3	1
DEFB134!ENSG00000205882.8	0	0	0	0	0	0
DEFB135!ENSG00000205883.2	0	0	0	0	0	0
DEFB136!ENSG00000205884.2	0	0	0	0	0	0
BHLHA9!ENSG00000205899.3	1	0	0	0	0	0
ZNF316!ENSG00000205903.6	3096	2914	2340	2628	2994	3444
DAZ4!ENSG00000205916.11	0	0	0	0	0	0
ONECUT3!ENSG00000205922.4	0	0	0	0	2	3
CEMP1!ENSG00000205923.3	0	0	0	0	0	0
OLIG2!ENSG00000205927.4	0	0	0	0	0	0
C21orf62!ENSG00000205929.9	0	3	1	1	2	2
RNPS1!ENSG00000205937.11	7575	6524	5667	5419	5883	7186
DAZ2!ENSG00000205944.11	0	0	0	0	0	0
NYNRIN!ENSG00000205978.5	76	71	56	34	57	36
DNAJC19!ENSG00000205981.6	1145	852	527	896	976	986
IFITM5!ENSG00000206013.2	2	2	4	2	2	3
SMIM21!ENSG00000206026.7	0	0	0	0	0	0
C18orf63!ENSG00000206043.6	0	0	0	0	0	2
DEFA1!ENSG00000206047.2	0	0	0	0	0	0
DOK6!ENSG00000206052.10	6	1	0	2	5	2
HN1L!ENSG00000206053.12	7437	5891	3975	6696	7294	7629
TMEM211!ENSG00000206069.5	0	0	0	0	0	0
SERPINB11!ENSG00000206072.12	0	0	0	0	0	0
SERPINB4!ENSG00000206073.10	0	0	0	0	0	0
SERPINB5!ENSG00000206075.13	1	1	3	1	1	0
ZDHHC11B!ENSG00000206077.10	6	5	2	5	3	1
KRTAP19-8!ENSG00000206102.2	0	0	0	0	0	0
KRTAP20-3!ENSG00000206104.2	0	0	0	0	0	0
KRTAP20-4!ENSG00000206105.2	0	0	0	0	0	0
KRTAP22-2!ENSG00000206106.2	0	0	0	0	0	0
KRTAP27-1!ENSG00000206107.2	0	0	0	0	0	0
CFAP99!ENSG00000206113.8	1	0	2	2	2	1
GOLGA8O!ENSG00000206127.10	0	0	0	0	0	0
RNASE13!ENSG00000206150.3	0	0	0	0	0	2
HBA1!ENSG00000206172.8	3	1	0	2	0	2
HBM!ENSG00000206177.6	0	1	1	0	0	0
TCEB3B!ENSG00000206181.5	9	15	5	4	8	3
ATP10A!ENSG00000206190.11	0	0	0	0	0	0
ANKUB1!ENSG00000206199.9	5	0	3	1	1	1
TSSK2!ENSG00000206203.4	0	0	0	0	0	0
PRR23A!ENSG00000206260.3	0	0	0	0	0	0
FOXL2NB!ENSG00000206262.8	0	0	0	1	0	1
HCG27!ENSG00000206344.6	63	62	36	79	74	77
COL6A6!ENSG00000206384.10	4	3	1	3	4	2
RAB12!ENSG00000206418.3	623	506	336	415	448	453
LRRC30!ENSG00000206422.2	0	0	0	0	0	0
TMEM200C!ENSG00000206432.4	0	0	0	0	0	0
TXNRD3NB!ENSG00000206483.5	0	0	0	0	0	0
HLA-A!ENSG00000206503.11	10554	9435	8376	7049	8008	10018
HACD2!ENSG00000206527.9	5533	4633	3319	4183	4754	4452
CFAP44!ENSG00000206530.8	501	357	262	452	465	422
CD200R1L!ENSG00000206531.10	0	0	0	0	1	0
LNP1!ENSG00000206535.7	412	366	252	314	328	336
OR5K3!ENSG00000206536.1	0	0	0	0	0	0
VGLL3!ENSG00000206538.7	2	1	0	1	0	1
PRSS50!ENSG00000206549.12	0	0	0	0	0	0
TRIM71!ENSG00000206557.5	3	1	2	3	2	1
ZCWPW2!ENSG00000206559.7	6	6	1	7	2	4
ANKRD28!ENSG00000206560.10	6950	5481	3829	5702	6226	5572
COLQ!ENSG00000206561.12	79	70	53	49	51	43
METTL6!ENSG00000206562.11	863	770	554	724	809	778
XKR4!ENSG00000206579.8	1	0	0	0	0	0
GPX3!ENSG00000211445.11	125	94	110	101	122	115
DIO2!ENSG00000211448.11	4	4	3	5	4	2
C11orf31!ENSG00000211450.9	1753	1506	1125	1190	1291	1673
DIO1!ENSG00000211452.10	10	18	5	15	13	9
STK38L!ENSG00000211455.7	1700	1326	956	1240	1381	1127
SACM1L!ENSG00000211456.10	3972	2827	1384	3694	3932	3281
TSN!ENSG00000211460.11	5044	4047	2794	3473	3921	3868
SLC48A1!ENSG00000211584.13	1442	1236	1150	1028	1128	1432
TSSK1B!ENSG00000212122.3	0	0	0	0	0	0
PRR22!ENSG00000212123.3	258	274	207	189	203	260
TAS2R19!ENSG00000212124.2	9	3	2	4	2	4
TAS2R50!ENSG00000212126.3	0	1	2	1	2	1
TAS2R14!ENSG00000212127.5	29	32	11	29	23	25
TAS2R13!ENSG00000212128.2	1	3	2	0	1	0
ZRSR1!ENSG00000212643.2	1	1	2	0	0	4
KRTAP16-1!ENSG00000212657.1	0	0	0	0	0	0
KRTAP29-1!ENSG00000212658.1	0	0	0	0	0	0
KRTAP9-6!ENSG00000212659.1	0	0	0	0	0	0
CTAGE1!ENSG00000212710.4	1	0	0	0	0	0
C17orf51!ENSG00000212719.10	1096	899	713	837	904	1012
KRTAP4-11!ENSG00000212721.3	0	0	0	0	0	0
KRTAP4-9!ENSG00000212722.7	0	0	0	0	0	0
KRTAP2-3!ENSG00000212724.3	0	0	0	0	0	0
KRTAP2-1!ENSG00000212725.3	0	0	0	0	0	0
FAM127C!ENSG00000212747.4	0	0	0	0	0	0
OR2A42!ENSG00000212807.1	0	0	0	0	0	0
RNF208!ENSG00000212864.3	45	44	37	38	54	67
KRTAP3-3!ENSG00000212899.2	0	0	0	0	0	0
KRTAP3-2!ENSG00000212900.2	0	0	0	0	0	0
KRTAP3-1!ENSG00000212901.3	0	0	0	0	0	0
MT-ND4L!ENSG00000212907.2	104320	118399	145005	51413	53550	73235
MAP10!ENSG00000212916.4	97	72	54	54	75	62
KRTAP12-4!ENSG00000212933.1	0	0	0	0	0	0
KRTAP10-3!ENSG00000212935.1	0	0	0	0	0	0
KRTAP6-3!ENSG00000212938.3	0	0	0	0	0	0
POU5F1B!ENSG00000212993.4	0	0	0	0	1	0
ZNF580!ENSG00000213015.8	3987	4257	4238	2697	2894	4131
ZNF611!ENSG00000213020.8	1061	804	585	793	790	751
KLK9!ENSG00000213022.5	0	0	0	0	0	0
SYT3!ENSG00000213023.9	2	0	1	1	0	2
NUP62!ENSG00000213024.11	25388	22525	19854	15797	18085	21594
SPHAR!ENSG00000213029.3	0	0	0	0	0	0
CGB8!ENSG00000213030.5	0	0	0	0	0	0
DENND1B!ENSG00000213047.11	2575	1916	1148	2294	2460	1992
SFT2D2!ENSG00000213064.9	3669	2702	1903	2997	3264	2700
FGFR1OP!ENSG00000213066.11	918	747	337	604	640	553
FAM106A!ENSG00000213077.5	1	3	0	2	3	4
SCAF8!ENSG00000213079.9	3981	3380	2986	3018	3319	3324
CFAP45!ENSG00000213085.9	45	39	27	23	27	35
ACKR1!ENSG00000213088.9	0	0	0	0	0	0
ZNF254!ENSG00000213096.9	580	411	272	694	657	642
TCTEX1D2!ENSG00000213123.10	73	62	43	70	70	52
CRYGS!ENSG00000213139.7	124	99	60	96	90	87
CRIP1!ENSG00000213145.9	31	25	14	25	37	22
KLHL23!ENSG00000213160.9	1506	1157	754	1087	1282	1028
LINGO4!ENSG00000213171.2	0	0	0	0	0	0
FAM24B!ENSG00000213185.6	8	16	0	9	21	11
TRIM59!ENSG00000213186.7	1408	1157	656	1257	1374	1374
MLLT11!ENSG00000213190.3	611	529	379	573	582	572
ASIC3!ENSG00000213199.7	93	74	63	107	137	159
GIMAP1!ENSG00000213203.2	0	0	0	0	0	0
RP3-382I10.7!ENSG00000213204.8	4	12	10	9	15	5
CCDC183!ENSG00000213213.13	98	106	80	84	92	101
ARHGEF35!ENSG00000213214.4	6	11	6	9	12	9
CSH2!ENSG00000213218.9	0	0	0	0	0	0
DNLZ!ENSG00000213221.4	15	12	6	10	9	12
TCL1B!ENSG00000213231.12	9	7	3	3	2	5
RP11-458D21.5!ENSG00000213240.8	0	0	0	0	0	0
SUPT4H1!ENSG00000213246.6	4276	3706	2948	2766	2992	3544
TSGA13!ENSG00000213265.8	3	0	0	1	0	0
NRAS!ENSG00000213281.4	7474	5617	3451	5750	6184	5777
ZNF625-ZNF20!ENSG00000213297.8	0	0	0	0	0	0
LTC4S!ENSG00000213316.9	0	0	0	0	0	1
ANKRD39!ENSG00000213337.8	364	359	225	235	259	361
QTRT1!ENSG00000213339.8	1065	959	722	1104	1079	1243
CHUK!ENSG00000213341.10	3316	2494	1548	3399	3461	3234
MXD3!ENSG00000213347.10	967	817	655	702	759	800
GSTM2!ENSG00000213366.12	93	80	48	132	129	152
COG8!ENSG00000213380.13	1820	1639	1351	1362	1556	1630
ARHGAP19!ENSG00000213390.10	1899	1337	869	1776	1972	1958
HAUS7!ENSG00000213397.10	48	56	20	47	44	58
LCAT!ENSG00000213398.7	205	212	151	174	192	220
MAGEA12!ENSG00000213401.8	1	1	0	1	0	0
PTPRCAP!ENSG00000213402.2	0	0	0	0	0	0
PVRIG!ENSG00000213413.2	9	8	1	3	5	2
KRTAP4-12!ENSG00000213416.3	0	0	0	0	0	0
KRTAP2-4!ENSG00000213417.3	0	0	0	0	0	0
GPC2!ENSG00000213420.7	38	41	4	26	28	43
KRT222!ENSG00000213424.8	0	0	0	0	0	0
SIPA1!ENSG00000213445.8	5184	4808	4468	4473	4993	5945
ERV3-1!ENSG00000213462.4	223	207	148	227	259	215
SYNJ2BP!ENSG00000213463.4	1343	1007	709	822	821	830
ARL2!ENSG00000213465.7	360	302	321	640	817	883
GBP7!ENSG00000213512.1	0	0	0	0	0	0
RBMXL1!ENSG00000213516.9	1237	1143	827	1319	1390	1477
SRA1!ENSG00000213523.9	3451	3161	2925	2496	2787	3538
TMEM110!ENSG00000213533.11	138	95	110	117	124	146
DNAJC9!ENSG00000213551.4	1977	1638	1101	1481	1680	2123
C8orf82!ENSG00000213563.6	1267	1173	944	1105	1236	1632
CPLX3!ENSG00000213578.5	0	0	0	0	0	0
VDAC1!ENSG00000213585.10	13245	10562	7317	10677	11930	12171
ZBTB9!ENSG00000213588.5	0	0	0	0	0	0
TMX2!ENSG00000213593.9	4190	3472	2609	3579	3831	4273
HEXA!ENSG00000213614.9	1243	975	737	957	940	1038
NDUFS3!ENSG00000213619.9	4559	3650	2351	3508	3887	4390
LEPROT!ENSG00000213625.8	1668	1474	1023	1266	1362	1346
LBH!ENSG00000213626.11	143	157	123	203	240	245
ADAT3!ENSG00000213638.5	563	509	480	414	485	615
PPP1CB!ENSG00000213639.9	10175	7337	3823	8537	8911	7233
SULT1A4!ENSG00000213648.10	0	0	0	0	0	0
GPSM3!ENSG00000213654.9	1958	1887	2122	1593	1814	2285
LAT!ENSG00000213658.10	12	6	2	8	7	7
NCKIPSD!ENSG00000213672.7	1725	1605	1410	1307	1458	1781
ATF6B!ENSG00000213676.10	6480	6392	5853	4634	4792	6372
TREX1!ENSG00000213689.10	0	0	0	0	0	0
S1PR3!ENSG00000213694.3	0	0	0	0	0	0
SLC35F6!ENSG00000213699.8	1665	1468	1249	1246	1352	1413
FAM209B!ENSG00000213714.1	12	3	3	9	6	11
CLIC1!ENSG00000213719.8	8232	7019	5813	6386	7065	8450
DDAH2!ENSG00000213722.8	157	140	94	180	203	240
RPS29!ENSG00000213741.8	3497	3274	3692	3216	3711	5171
UGT2B11!ENSG00000213759.8	0	0	0	0	0	0
ATP6V1G2!ENSG00000213760.10	253	278	180	231	226	248
ZNF134!ENSG00000213762.10	1637	1357	930	1307	1516	1549
GTF2H4!ENSG00000213780.10	7	9	8	11	7	15
DDX47!ENSG00000213782.7	55	47	37	55	45	35
ZNF845!ENSG00000213799.10	1316	1047	777	1026	1071	978
KLRK1!ENSG00000213809.8	0	0	0	0	1	0
CEACAM18!ENSG00000213822.6	0	0	0	0	0	0
EMP2!ENSG00000213853.9	4	6	1	5	5	3
KCTD11!ENSG00000213859.4	147	133	117	126	165	156
C8orf44!ENSG00000213865.7	186	158	135	124	117	155
UBD!ENSG00000213886.3	0	0	0	0	0	0
PPM1N!ENSG00000213889.10	220	193	186	247	259	330
CEACAM16!ENSG00000213892.10	0	0	0	0	0	0
SLC23A3!ENSG00000213901.10	19	19	19	21	29	34
LTB4R!ENSG00000213903.8	612	592	393	708	639	695
LTB4R2!ENSG00000213906.9	107	109	85	114	122	102
DNASE1!ENSG00000213918.10	2999	2580	1899	2012	2092	2329
MDP1!ENSG00000213920.8	18	10	7	13	4	9
LEUTX!ENSG00000213921.6	0	0	0	0	0	0
CSNK1E!ENSG00000213923.10	7940	7222	6518	5147	5837	7397
CCL27!ENSG00000213927.3	0	0	0	0	0	0
IRF9!ENSG00000213928.8	76	83	68	87	75	79
GALT!ENSG00000213930.11	541	478	338	456	550	599
HBE1!ENSG00000213931.5	0	1	0	0	1	0
HBG1!ENSG00000213934.6	0	0	0	0	0	0
CLDN9!ENSG00000213937.3	1	2	5	1	4	3
ITGA1!ENSG00000213949.8	11	14	8	13	18	14
NUDT19!ENSG00000213965.3	1661	1596	1242	1486	1568	1757
ZNF726!ENSG00000213967.10	70	68	39	96	95	97
ZNF99!ENSG00000213973.8	1	1	0	1	1	3
TAX1BP3!ENSG00000213977.7	104	61	49	91	86	100
AP1G2!ENSG00000213983.11	1094	994	746	946	1017	1163
ZNF90!ENSG00000213988.9	210	173	120	260	249	301
CARKD!ENSG00000213995.11	1790	1583	1013	1382	1581	1755
TM6SF2!ENSG00000213996.12	0	0	0	0	0	0
MEF2B!ENSG00000213999.15	782	720	686	428	452	695
GANC!ENSG00000214013.9	1009	883	724	784	927	824
TTLL3!ENSG00000214021.15	297	328	281	345	379	331
REPIN1!ENSG00000214022.11	11637	10786	9197	9152	10262	11746
MRPL23!ENSG00000214026.10	203	209	160	200	172	259
ZNF891!ENSG00000214029.4	410	324	202	425	457	360
IFNA7!ENSG00000214042.1	0	0	0	0	0	0
SMIM7!ENSG00000214046.8	1868	1450	1019	1324	1448	1478
FBXO16!ENSG00000214050.7	252	224	179	190	199	235
TSPAN4!ENSG00000214063.10	256	238	211	201	259	283
CPNE1!ENSG00000214078.12	3020	2923	2304	2169	2361	2789
ARL16!ENSG00000214087.8	764	747	557	626	743	833
SMCO1!ENSG00000214097.4	7	4	5	3	0	4
WEE2!ENSG00000214102.7	0	5	0	1	2	1
MAGEB1!ENSG00000214107.7	0	0	0	0	0	0
LYRM4!ENSG00000214113.10	2447	2054	1627	1980	2223	2489
MYCBP!ENSG00000214114.8	1596	1306	895	1074	1167	1283
TMEM213!ENSG00000214128.10	0	0	0	1	0	0
PRCD!ENSG00000214140.10	18	9	15	10	15	11
ALG3!ENSG00000214160.9	7990	7792	7458	4936	5670	7508
ZNF788!ENSG00000214189.8	126	79	44	131	152	158
SH3D21!ENSG00000214193.9	415	427	327	337	366	332
C19orf38!ENSG00000214212.8	405	385	306	481	485	534
C12orf74!ENSG00000214215.3	2	1	0	3	4	1
IQCJ!ENSG00000214216.10	0	0	0	0	0	0
C17orf67!ENSG00000214226.8	155	156	135	143	149	152
FIS1!ENSG00000214253.8	2402	1995	1682	1883	2078	2532
RP11-701H24.9!ENSG00000214265.11	0	0	0	0	0	0
ANG!ENSG00000214274.9	9	7	8	6	5	11
NPS!ENSG00000214285.2	0	0	0	0	0	0
COLCA2!ENSG00000214290.7	19	23	14	16	38	22
SPDYE3!ENSG00000214300.7	793	706	674	564	581	665
MBLAC1!ENSG00000214309.4	142	109	87	76	89	102
FOXI3!ENSG00000214336.4	5	2	1	7	3	1
SOGA3!ENSG00000214338.10	1	1	1	0	2	0
NEURL1B!ENSG00000214357.8	0	1	0	0	0	1
EFCAB9!ENSG00000214360.4	4	2	0	5	5	2
HAUS3!ENSG00000214367.7	1612	1288	789	1175	1124	1123
VSTM5!ENSG00000214376.5	4	5	0	2	3	1
LCNL1!ENSG00000214402.6	0	0	2	0	0	0
BBIP1!ENSG00000214413.7	406	354	241	302	323	306
TRIM77!ENSG00000214414.9	0	0	0	0	0	0
GNAT3!ENSG00000214415.3	0	0	0	0	0	0
AS3MT!ENSG00000214435.7	0	0	0	0	0	0
FAM187A!ENSG00000214447.4	0	0	0	0	0	0
PLIN5!ENSG00000214456.8	8	2	2	6	8	9
SEC14L6!ENSG00000214491.8	0	0	0	0	0	0
SPINK13!ENSG00000214510.9	2	0	0	0	0	2
HIGD1C!ENSG00000214511.3	0	0	0	1	2	0
NOTO!ENSG00000214513.3	0	0	0	0	0	1
PPME1!ENSG00000214517.8	3610	3049	2660	2694	2980	3572
KRTAP2-2!ENSG00000214518.3	0	0	0	0	0	0
STARD10!ENSG00000214530.7	271	265	246	260	279	349
NUTM2D!ENSG00000214562.13	10	1	5	7	9	8
CPEB1!ENSG00000214575.9	8	5	5	10	2	8
EML6!ENSG00000214595.11	22358	20328	11386	21987	21735	19130
DEFB113!ENSG00000214642.1	0	0	0	0	0	0
DEFB133!ENSG00000214643.5	0	0	0	0	0	0
ZNF727!ENSG00000214652.5	0	0	0	0	0	1
ZSWIM8!ENSG00000214655.10	2346	2130	1807	2078	2385	2641
IQCF5!ENSG00000214681.3	0	0	0	0	0	0
IQCF6!ENSG00000214686.4	0	0	0	0	0	0
C10orf105!ENSG00000214688.4	0	0	0	0	0	0
ARHGEF33!ENSG00000214694.10	4	5	1	1	4	1
C12orf71!ENSG00000214700.5	3	2	3	5	3	2
IFRD2!ENSG00000214706.10	3641	3269	2405	2944	3090	3784
CAPN14!ENSG00000214711.9	241	187	171	143	149	122
ZBED1!ENSG00000214717.10	0	0	0	0	0	0
RP1-139D8.6!ENSG00000214732.2	0	0	0	0	0	0
TOMM6!ENSG00000214736.7	0	0	0	0	0	0
HNRNPUL2!ENSG00000214753.2	4844	3862	2959	3314	3758	3770
METTL12!ENSG00000214756.7	326	265	205	259	308	351
MS4A18!ENSG00000214782.7	0	0	0	0	0	0
MS4A4E!ENSG00000214787.8	0	0	0	0	0	0
FER1L6!ENSG00000214814.6	3	1	4	1	1	0
CDRT15L2!ENSG00000214819.1	0	0	0	0	0	0
MTCP1!ENSG00000214827.9	62	55	32	50	64	60
RAD51AP2!ENSG00000214842.5	13	12	3	10	14	10
EVPLL!ENSG00000214860.4	0	0	0	0	0	0
DCDC2C!ENSG00000214866.7	0	0	0	0	0	0
SMTNL1!ENSG00000214872.8	7	9	9	16	7	11
TRIM64C!ENSG00000214891.8	0	0	0	0	0	0
U82695.5!ENSG00000214897.4	0	0	0	0	0	0
SPATA31D1!ENSG00000214929.3	0	0	0	0	0	0
NPIPA8!ENSG00000214940.8	0	0	0	0	0	0
ZSWIM7!ENSG00000214941.7	256	185	139	262	279	267
GPR33!ENSG00000214943.3	0	0	0	3	3	1
ARHGEF28!ENSG00000214944.9	1	2	2	1	2	2
TBC1D26!ENSG00000214946.13	0	0	0	0	0	0
LRRC69!ENSG00000214954.8	67	51	27	57	60	82
ISPD!ENSG00000214960.9	8	7	4	14	13	11
NPIPA7!ENSG00000214967.5	0	0	0	0	0	0
GSG1L2!ENSG00000214978.7	0	0	0	0	0	0
ACSM4!ENSG00000215009.5	0	0	0	0	0	0
C22orf29!ENSG00000215012.8	2748	2276	1757	1912	2263	2233
COL28A1!ENSG00000215018.9	1	2	3	3	0	4
PHB2!ENSG00000215021.8	16401	15434	13340	13559	15552	20267
TCP11X2!ENSG00000215029.8	0	0	0	0	0	0
NEURL4!ENSG00000215041.9	2372	2181	1690	1875	2112	2382
GRID2IP!ENSG00000215045.8	3	5	0	2	3	3
CXorf49B!ENSG00000215113.6	0	0	0	0	0	0
UBXN2B!ENSG00000215114.7	3578	3007	2188	2538	2893	2911
CXorf49!ENSG00000215115.6	0	0	0	0	0	0
CBWD7!ENSG00000215126.10	35	32	10	39	44	38
C16orf90!ENSG00000215131.10	0	1	0	0	1	1
NLRP2P!ENSG00000215174.2	0	0	0	0	0	1
MUC5AC!ENSG00000215182.8	0	0	0	1	0	0
MSMP!ENSG00000215183.4	0	0	0	0	0	0
GOLGA6B!ENSG00000215186.6	0	1	0	0	0	2
FAM166B!ENSG00000215187.9	3	3	6	4	2	9
PEX26!ENSG00000215193.12	5344	4482	3803	4256	4706	4765
GRXCR1!ENSG00000215203.2	0	0	0	0	0	0
C5orf49!ENSG00000215217.6	0	0	0	0	0	0
UBE2QL1!ENSG00000215218.3	1	0	0	0	1	0
FASTKD5!ENSG00000215251.3	3186	2559	1819	2641	2730	2891
GOLGA8B!ENSG00000215252.11	229	206	72	294	235	240
KCNU1!ENSG00000215262.7	0	0	0	0	0	0
GAGE12G!ENSG00000215269.5	0	0	0	0	0	0
HOMEZ!ENSG00000215271.7	1156	1086	868	911	1165	1295
GAGE10!ENSG00000215274.5	0	0	0	0	0	0
RNF212B!ENSG00000215277.8	3	4	1	3	5	2
DDX3X!ENSG00000215301.9	36398	29149	20740	27536	29733	29322
VPS16!ENSG00000215305.9	1562	1339	1004	1196	1315	1441
ZNF705D!ENSG00000215343.7	0	0	0	0	0	0
ZNF705B!ENSG00000215356.4	0	0	0	0	0	0
ZNF705G!ENSG00000215372.6	0	0	0	0	0	0
MYL5!ENSG00000215375.6	127	129	126	158	154	186
SCRT2!ENSG00000215397.3	0	1	0	0	0	0
ZNF407!ENSG00000215421.9	1537	1246	928	1134	1211	1183
NPEPL1!ENSG00000215440.11	137	128	118	130	132	211
KRTAP10-4!ENSG00000215454.5	0	0	0	0	0	0
KRTAP10-1!ENSG00000215455.4	0	0	0	0	0	0
RPL17-C18orf32!ENSG00000215472.10	0	0	0	0	0	0
SKOR2!ENSG00000215474.6	0	0	0	0	1	0
SIAH3!ENSG00000215475.4	0	0	0	0	0	0
EFCAB8!ENSG00000215529.12	8	16	5	17	11	12
DEFB116!ENSG00000215545.1	0	0	0	0	0	0
DEFB115!ENSG00000215547.1	0	0	0	0	0	0
GAB4!ENSG00000215568.7	0	0	0	0	0	0
C20orf202!ENSG00000215595.1	3	8	9	7	5	11
HMX1!ENSG00000215612.6	0	0	0	0	0	0
GCGR!ENSG00000215644.9	1	0	0	2	0	0
RSC1A1!ENSG00000215695.1	0	0	0	0	0	0
CELA2B!ENSG00000215704.9	1	4	0	3	0	0
TMEM242!ENSG00000215712.10	641	471	338	438	485	542
TMEM167B!ENSG00000215717.5	1341	972	550	1087	1177	1090
FAM72D!ENSG00000215784.5	68	79	70	69	69	96
TNFRSF25!ENSG00000215788.9	11	1	6	6	6	6
SLC35E2!ENSG00000215790.6	45	31	17	41	43	34
TSTD1!ENSG00000215845.10	572	470	271	399	497	565
RPTN!ENSG00000215853.3	0	0	0	0	0	0
CYB5RL!ENSG00000215883.9	786	641	485	487	578	549
LACTBL1!ENSG00000215906.8	0	0	0	0	0	0
C1orf167!ENSG00000215910.7	15	7	11	3	7	5
TTC34!ENSG00000215912.11	18	8	12	16	12	21
ATAD3C!ENSG00000215915.9	27	21	27	31	26	38
IFI30!ENSG00000216490.3	90	67	24	80	76	89
IGSF23!ENSG00000216588.8	0	0	0	0	0	0
GAGE12E!ENSG00000216649.3	0	0	0	0	0	0
CCDC7!ENSG00000216937.11	96	93	44	74	81	72
FNIP1!ENSG00000217128.11	2540	2089	1332	2244	2420	1901
SP9!ENSG00000217236.1	7	11	8	10	7	25
SYCE3!ENSG00000217442.3	0	0	0	1	2	0
CKLF!ENSG00000217555.12	24	32	22	20	23	12
PAM16!ENSG00000217930.7	141	151	103	141	103	134
TENM3!ENSG00000218336.7	3	2	1	2	2	0
CEBPZOS!ENSG00000218739.9	3074	2626	1673	2251	2478	2718
TDRD15!ENSG00000218819.4	0	1	1	3	4	3
PAPOLB!ENSG00000218823.1	1	1	0	0	0	0
ZNF579!ENSG00000218891.4	1159	1150	1127	964	1133	1627
CELA3B!ENSG00000219073.7	0	0	0	0	0	0
RNASEK!ENSG00000219200.11	131	125	116	105	108	134
